what,kind,bundleId,bundleVersion,description,time
error,log,,,"Current file is not a match for the given config.",1327063873358
error,log,,,"Current file is not a match for the given config.",1327063873364
error,log,,,"Current file is not a match for the given config.",1327063873371
error,log,,,"Current file is not a match for the given config.",1327063873374
error,log,,,"Current file is not a match for the given config.",1327063873378
error,log,,,"Current file is not a match for the given config.",1327063873381
error,log,,,"Current file is not a match for the given config.",1327063873386
error,log,,,"Current file is not a match for the given config.",1327063873390
error,log,,,"Current file is not a match for the given config.",1327063873396
error,log,,,"Current file is not a match for the given config.",1327063873400
error,log,,,"Current file is not a match for the given config.",1327063873403
error,log,,,"Current file is not a match for the given config.",1327063873409
error,log,,,"Current file is not a match for the given config.",1327063873414
error,log,,,"Current file is not a match for the given config.",1327063873420
error,log,,,"Current file is not a match for the given config.",1327063873424
error,log,,,"Current file is not a match for the given config.",1327063873427
error,log,,,"Current file is not a match for the given config.",1327063873431
error,log,,,"Current file is not a match for the given config.",1327063873435
error,log,,,"Current file is not a match for the given config.",1327063873442
error,log,,,"Current file is not a match for the given config.",1327063873445
error,log,,,"Current file is not a match for the given config.",1327063873449
error,log,,,"Current file is not a match for the given config.",1327063873453
error,log,,,"Current file is not a match for the given config.",1327063873456
error,log,,,"Current file is not a match for the given config.",1327063873461
error,log,,,"Current file is not a match for the given config.",1327063873464
error,log,,,"Current file is not a match for the given config.",1327063873477
error,log,,,"Current file is not a match for the given config.",1327063873481
error,log,,,"Current file is not a match for the given config.",1327063873484
error,log,,,"Current file is not a match for the given config.",1327063873488
error,log,,,"Current file is not a match for the given config.",1327063873493
error,log,,,"Current file is not a match for the given config.",1327063873497
error,log,,,"Current file is not a match for the given config.",1327063873506
error,log,,,"Current file is not a match for the given config.",1327063873511
error,log,,,"Current file is not a match for the given config.",1327063873515
error,log,,,"Current file is not a match for the given config.",1327063873521
error,log,,,"Current file is not a match for the given config.",1327063873525
error,log,,,"Current file is not a match for the given config.",1327063873528
error,log,,,"Current file is not a match for the given config.",1327063873534
error,log,,,"Current file is not a match for the given config.",1327063873541
error,log,,,"Current file is not a match for the given config.",1327063873546
error,log,,,"Current file is not a match for the given config.",1327063873549
error,log,,,"Current file is not a match for the given config.",1327063873558
error,log,,,"Current file is not a match for the given config.",1327063873564
error,log,,,"Current file is not a match for the given config.",1327063873567
error,log,,,"Current file is not a match for the given config.",1327063873574
error,log,,,"Current file is not a match for the given config.",1327063873584
error,log,,,"Current file is not a match for the given config.",1327063873590
error,log,,,"Current file is not a match for the given config.",1327063873593
error,log,,,"Current file is not a match for the given config.",1327063873596
error,log,,,"Current file is not a match for the given config.",1327063873608
error,log,,,"Current file is not a match for the given config.",1327063873614
error,log,,,"Current file is not a match for the given config.",1327063873622
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327063873721
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1327063883808
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1327063883815
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1327063883820
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1327063883826
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1327063883830
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1327063883842
error,log,,,"",1327063883855
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1327063885160
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1327063885360
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1327063936047
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1327063949613
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1327063982351
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1327063989344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327064014407
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1327064017338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327064183203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327064188625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327064194622
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327064196102
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1327064198420
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1327064198458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327064210155
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1327064941185
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1327064941187
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1327064941195
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1327064941200
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1327064941226
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1327064941228
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1327064941229
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1327064941234
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1327064941236
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1327064941241
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1327064941268
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1327064941270
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1327064941272
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1327064941276
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1327064941278
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1327064941279
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1327064941280
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1327064941281
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1327064941283
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20110913-1156,"org.eclipse.emf.common.ui",1327064941284
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110912-0920,"org.eclipse.emf.ecore",1327064941287
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1327064941295
started,bundle,org.eclipse.emf.edit,2.7.1.v20110913-1526,"org.eclipse.emf.edit",1327064941298
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110913-1156,"org.eclipse.emf.edit.ui",1327064941299
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1327064941301
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1327064941302
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1327064941310
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1327064941311
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1327064941311
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1327064941312
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1327064941313
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1327064941316
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1327064941317
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1327064941318
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1327064941320
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1327064941321
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1327064941322
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1327064941324
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1327064941325
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1327064941327
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1327064941328
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1327064941329
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1327064941334
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1327064941337
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1327064941338
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1327064941339
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1327064941341
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1327064941342
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1327064941343
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1327064941344
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1327064941356
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1327064941358
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1327064941359
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1327064941361
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1327064941364
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1327064941367
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1327064941369
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1327064941371
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1327064941373
started,bundle,org.eclipse.jst.j2ee.ui,1.1.501.v201108231700,"org.eclipse.jst.j2ee.ui",1327064941375
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1327064941377
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1327064941380
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1327064941382
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1327064941383
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1327064941384
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1327064941386
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1327064941387
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1327064941389
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1327064941399
