what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.501.v201108231700,"org.eclipse.jst.j2ee.J2EEPerspective",1327049455120
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327049455148
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327049464955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049471925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049491779
executed,command,,,"org.tigris.subversion.subclipse.ui.updateDialog",1327049491896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049492303
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049493339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049510358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061703455
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.update",1327061725156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061725517
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061729305
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1327061735676
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327061737083
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327061756385
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.synchronize",1327061760306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061760619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061765615
activated,perspective,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.TeamSynchronizingPerspective",1327061765821
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327061765872
activated,view,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.sync.views.SynchronizeView",1327061765992
executed,command,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.synchronizeLast",1327061773575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061773948
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061776473
executed,command,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.synchronizeLast",1327061789261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061789614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061793190
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.501.v201108231700,"org.eclipse.jst.j2ee.J2EEPerspective",1327061868171
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327061868212
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327061870326
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.update",1327061874788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061875098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327061877248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327061881464
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062038111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062044045
executed,command,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.applyPatch",1327062044220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062053075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062111642
executed,command,,,"org.tigris.subversion.subclipse.ui.updateDialog",1327062111773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062112136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062114258
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327062242919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327062243268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327062243523
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327062247728
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.update",1327062393147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062393448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062395324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062411871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062444375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327062448149
